product_id,name,price,quantity,category,description,production_date,expiration_date,rating,status
1,Малина,7694.0,839,Фрукты,"Является источником незаменимых аминокислот, необходимых для построения мышц.",2022-01-22,2030-03-21,1.93,Pending
2,Пакеты для Дня влюбленных,8176.0,179,Товары для дома,Поддерживает иммунитет и общее состояние здоровья.,2008-02-08,2009-02-16,2.47,Returned
3,Эскалоп,5126.0,88,Мясо,Отличается высокой эффективностью в борьбе с анемией благодаря содержанию железа.,2014-04-15,2015-02-03,3.49,Sold
4,Айран,3730.0,379,Молочные продукты,"Помогает поддерживать нормальный уровень мелатонина, гормона сна.",1994-01-25,1999-08-03,2.27,Awaiting Review
5,Клубника,3104.0,104,Фрукты,"Отличается высоким содержанием коэнзима Q10, необходимого для выработки энергии в клетках.",2003-03-04,2013-02-20,3.89,Awaiting Payment
6,Сибирская,2710.0,204,Напитки,"Отличается высоким содержанием пребиотиков, способствующих здоровью кишечника.",1994-04-07,1998-02-06,4.37,Sold
7,Российский сыр,9237.0,404,Молочные продукты,"Помогает поддерживать нормальный уровень эритропоэтина, гормона, стимулирующего производство эритроцитов.",2020-03-03,2021-01-16,1.49,Shipping
8,Буррито с мясом,3749.0,988,Мясо,"Помогает поддерживать нормальный уровень глутатиона, главного антиоксиданта организма.",2015-03-21,2023-01-01,1.56,Delivered
9,Шпинат,9076.0,242,Овощи,Способствует улучшению работы пищеварительной системы.,1999-10-05,2000-05-06,1.17,Sold
10,Котлеты,1806.0,868,Мясо,Отличается натуральным составом и отсутствием искусственных добавок.,1994-03-17,2029-02-03,0.43,Awaiting Payment
11,Котлеты,2208.0,6,Мясо,Прошел сертификацию на соответствие требованиям органических стандартов.,2010-03-07,2016-08-09,3.35,Temporarily Unavailable
12,Пакеты для Дня знаний,5521.0,587,Товары для дома,Подходит для использования в рецептах традиционной кухни разных стран.,2019-02-10,2026-01-02,0.72,Refunded
13,Утка,7756.0,476,Мясо,Помогает поддерживать нормальный уровень триглицеридов в крови.,2001-02-14,2016-03-13,4.74,Out of Stock
14,Пакеты для Рождества,6967.0,716,Товары для дома,"Помогает поддерживать нормальный уровень гистамина, важного для иммунной системы.",1996-04-01,2007-01-13,3.64,Temporarily Unavailable
15,Кристалл Байкала,1563.0,428,Напитки,"Помогает поддерживать нормальный уровень лептина, гормона насыщения.",2014-01-14,2021-10-15,4.92,Refunded
16,Цветная капуста,2881.0,146,Овощи,"Отличается высоким содержанием рибофлавина, необходимого для здоровья кожи и зрения.",2020-01-28,2022-06-01,4.74,Available for Pickup
17,Красногорская,2712.0,863,Напитки,Помогает поддерживать нормальный уровень электролитов в организме.,1999-02-15,2003-01-02,2.17,Awaiting Payment
18,Ростовская-на-Дону,3536.0,132,Напитки,"Отличается высоким содержанием меди, необходимой для синтеза коллагена и эластина.",2003-01-12,2008-10-20,2.57,Available for Pickup
19,Картофель,2999.0,968,Овощи,Способствует поддержанию нормальной микрофлоры кишечника.,2020-02-05,2028-03-18,2.53,Cancelled
20,Груша,3255.0,936,Фрукты,Является важным компонентом сбалансированного рациона питания.,2011-04-02,2024-12-11,3.15,Pending
21,Сыр,2694.0,422,Молочные продукты,"Отличается высоким содержанием витаминов группы D, необходимых для здоровья костей и иммунитета.",2018-03-05,2025-01-06,3.8,Refunded
22,Тульская,7608.0,88,Напитки,"Производится из высококачественного сырья, что гарантирует его безопасность и пользу для здоровья.",2002-03-01,2017-04-01,1.06,Returned
23,Груша,4015.0,982,Фрукты,"Помогает поддерживать здоровую кожу, волосы и ногти благодаря содержанию биотина.",2010-03-15,2014-04-18,0.61,Temporarily Unavailable
24,Варенец,5059.0,543,Молочные продукты,Помогает укреплять стенки сосудов и улучшать кровообращение.,1993-05-24,2017-02-01,0.44,Out of Stock
25,Молочный шоколад,3104.0,876,Бакалея,Подходит для использования в специализированных диетах и лечебных программах.,1996-02-07,2003-01-04,4.82,Out of Stock
26,Горох,871.0,629,Овощи,Отличается способностью повышать общий тонус и работоспособность.,2013-02-14,2015-02-02,4.77,Sold
27,Укроп сушеный,8890.0,992,Бакалея,"Помогает поддерживать нормальный уровень танинов, веществ, обладающих вяжущими и антисептическими свойствами.",1993-07-22,2011-01-13,2.12,Awaiting Payment
28,"Экзотические виды мяса (например, страус, кенгуру)",3975.0,337,Мясо,"Отличается высоким содержанием калия, необходимого для нормальной работы сердца.",2003-01-14,2016-02-01,3.49,Shipping
29,Безалкогольный мохито,2168.0,605,Напитки,"Не содержит консервантов и красителей, что делает его экологически чистым продуктом.",2002-05-03,2003-02-01,1.96,Refunded
30,Банан,4844.0,731,Фрукты,Помогает поддерживать нормальный уровень эстрогенов у женщин.,2018-01-16,2022-03-06,2.89,Awaiting Payment
31,Пакеты для Всемирного дня поэзии,2796.0,139,Товары для дома,Отличается высокой степенью очистки и отсутствия посторонних примесей.,1992-06-06,2030-01-12,0.65,On Backorder
32,Утиная печень,7880.0,11,Мясо,"Отличается высоким содержанием L-карнозина, аминокислоты, полезной для мышц и мозга.",2012-01-01,2019-01-03,2.95,Awaiting Review
33,Артек,8869.0,971,Напитки,Помогает поддерживать нормальное функционирование печени и желчного пузыря.,2021-02-11,2028-03-05,1.42,Out of Stock
34,Цукини,9508.0,32,Овощи,"Легко усваивается организмом, обеспечивая быстрое насыщение и энергию.",2011-02-05,2019-01-19,4.82,In Stock
35,Банан,9201.0,539,Фрукты,Представляет собой ценный источник питательных веществ для растущего организма.,2013-05-05,2021-02-28,1.58,Out of Stock
36,Пахта,8845.0,812,Молочные продукты,Помогает предотвратить развитие остеопороза благодаря высокому содержанию кальция.,2022-03-20,2028-04-14,0.06,Returned
37,Пакеты для спортзала,6049.0,804,Товары для дома,"Помогает поддерживать нормальный уровень серотонина, гормона счастья.",2007-05-09,2025-09-02,1.62,Returned
38,Бумажные полотенца,2654.0,751,Товары для дома,Прошел тестирование на отсутствие ГМО и вредных химических соединений.,1992-02-15,2021-01-08,4.17,Pending
39,Тыква,7417.0,468,Овощи,"Помогает поддерживать нормальный уровень нарингина, флавоноида, полезного для снижения уровня холестерина и улучшения пищеварения.",1993-02-11,2025-02-25,1.53,Out of Stock
40,Редис,7789.0,81,Овощи,Рекомендуется для включения в рацион беременных женщин и кормящих матерей.,2002-05-21,2023-01-21,2.61,On Backorder
41,Чай зеленый,3574.0,491,Бакалея,Отличается натуральным составом и отсутствием искусственных добавок.,2003-06-07,2021-03-13,4.96,Out of Stock
42,Камамбер,9637.0,193,Молочные продукты,"Отличается высоким содержанием даидзеина, изофлавона, полезного для здоровья женщин во время менопаузы.",2004-04-01,2027-01-06,0.49,Temporarily Unavailable
43,Бамия,7063.0,384,Овощи,"Имеет длительный срок хранения, что позволяет всегда иметь его под рукой.",2006-02-10,2018-03-03,1.26,Delivered
44,Крыжовник,1447.0,251,Фрукты,"Отличается низким содержанием лактозы, что делает его доступным для людей с ее непереносимостью.",2003-03-17,2021-01-16,2.24,On Backorder
45,Нектарин,4763.0,261,Фрукты,"Обладает мягким вкусом, который нравится многим потребителям.",2003-02-09,2012-02-07,1.25,On Backorder
46,Кольраби,3088.0,898,Овощи,Способствует улучшению работы пищеварительной системы.,2019-01-03,2019-02-01,2.21,Out of Stock
47,Кефир,1619.0,921,Молочные продукты,"Помогает поддерживать нормальный уровень эритропоэтина, гормона, стимулирующего производство эритроцитов.",1993-03-03,1998-08-14,0.24,Returned
48,Мыло жидкое,1805.0,128,Товары для дома,"Отличается высоким содержанием лютеолина, флавоноида, обладающего противовоспалительными свойствами.",2014-02-04,2018-02-01,1.43,Refunded
49,Мандарин,4369.0,246,Фрукты,Прошел тщательный отбор сырья и контроль на каждом этапе производства.,2021-01-09,2028-02-01,2.56,Pending
50,Курт,3311.0,875,Молочные продукты,Помогает сохранять бодрость и активность в течение дня.,1999-01-09,2009-04-01,1.44,Delivered
51,Копчености,5500.0,966,Мясо,Может использоваться в косметических процедурах для увлажнения кожи.,2005-01-03,2010-03-05,3.96,Returned
52,Подставки под столовые приборы,4779.0,87,Товары для дома,"Отличается высоким содержанием калия, необходимого для нормальной работы сердца.",2006-01-03,2009-02-09,2.97,Refunded
53,Утиная печень,2434.0,491,Мясо,Служит основой для создания множества кулинарных шедевров.,2022-06-02,2026-02-09,4.37,Awaiting Payment
54,Ложки чайные,827.0,677,Товары для дома,"Подходит для веганов и вегетарианцев, если произведен без использования животных компонентов.",1996-04-16,1997-10-02,3.17,Available for Pickup
55,Укроп сушеный,7511.0,52,Бакалея,"Помогает поддерживать нормальный уровень серотонина, гормона счастья.",2006-02-14,2028-01-08,2.47,Sold
56,Ливерная колбаса,9510.0,897,Мясо,Помогает укреплять стенки сосудов и улучшать кровообращение.,1991-04-07,1992-02-06,4.93,Delivered
57,Чечевица,6210.0,971,Овощи,"Отличается высоким содержанием марганца, необходимого для здоровья костей и соединительных тканей.",2005-03-01,2025-01-04,0.19,Sold
58,Хурма,9538.0,38,Фрукты,"Отличается высоким содержанием DMAE, вещества, улучшающего умственную деятельность и настроение.",2015-02-20,2025-02-16,2.87,Available for Pickup
59,Сливки,8872.0,377,Молочные продукты,Прошел тщательный отбор сырья и контроль на каждом этапе производства.,2019-03-01,2030-06-11,3.84,Awaiting Payment
60,Задняя часть,6043.0,623,Мясо,Отличается высокой усвояемостью и не вызывает дискомфорта в желудке.,1993-07-02,2011-03-07,4.68,Shipping
61,Aquafina,665.0,518,Напитки,"Отличается высоким содержанием DMAE, вещества, улучшающего умственную деятельность и настроение.",2020-02-04,2030-03-11,4.89,Pending
62,Каша из булгура,8435.0,79,Бакалея,Прошел строгий контроль качества на всех этапах производства.,2020-01-04,2029-07-05,4.42,Cancelled
63,Омская,7817.0,398,Напитки,"Подходит для людей, следящих за своим весом, благодаря низкому содержанию калорий.",2007-01-02,2023-01-06,3.03,Available for Pickup
64,Доктор Пеппер,897.0,76,Напитки,"Отличается высоким содержанием калия, необходимого для нормальной работы сердца.",1995-02-02,2010-06-04,3.0,Sold
65,Мандарин,4313.0,343,Фрукты,Помогает снизить риск развития сердечно-сосудистых заболеваний.,2015-01-02,2019-01-21,3.21,Awaiting Review
66,Чизбургеры,7204.0,329,Мясо,"Отличается высоким содержанием цинка, необходимого для здоровой иммунной системы.",2007-06-12,2008-01-24,0.09,Awaiting Payment
67,Каймак,3676.0,800,Молочные продукты,"Отличается высоким содержанием апигенина, флавоноида, полезного для здоровья мозга и иммунной системы.",1993-04-01,2009-09-02,4.01,Backorder
68,Каша из дробленной овсянки,2179.0,828,Бакалея,Отличается высоким уровнем биологической доступности питательных веществ.,2011-01-01,2023-02-10,4.54,Available for Pickup
69,Перец болгарский,1502.0,272,Овощи,Помогает поддерживать нормальный уровень триглицеридов в крови.,2001-04-15,2027-01-07,0.77,Delivered
70,Конопляные семена,9559.0,402,Бакалея,Помогает поддерживать нормальный уровень энергии и выносливости.,2011-02-03,2028-06-04,0.57,In Stock
71,Дыня,1159.0,585,Фрукты,"Помогает поддерживать нормальный уровень цистеина, аминокислоты, участвующей в синтезе глутатиона.",2005-05-03,2028-02-21,2.32,Sold
72,"Сухофрукты (изюм, курага, чернослив)",4393.0,785,Бакалея,"Отличается высоким содержанием ниацина, необходимого для здоровья кожи и пищеварения.",2008-02-08,2025-02-06,4.66,Sold
73,Кабачок,7045.0,249,Овощи,"Отличается высоким содержанием таурина, необходимого для здоровья глаз и сердца.",2015-02-05,2026-01-12,1.2,Available for Pickup
74,Шелковица,6372.0,689,Фрукты,"Помогает поддерживать нормальный уровень гистамина, важного для иммунной системы.",2000-07-09,2005-01-09,0.29,Awaiting Payment
75,Фета,1239.0,227,Молочные продукты,"Помогает поддерживать нормальный уровень мелатонина, гормона сна.",2013-01-05,2019-02-20,0.78,Returned
76,Кольраби,6675.0,15,Овощи,"Помогает поддерживать нормальный уровень тиреоидных гормонов, регулирующих обмен веществ.",1991-03-04,2016-08-02,2.63,Refunded
77,Лардон,8966.0,535,Мясо,"Отличается высоким содержанием витаминов группы D, необходимых для здоровья костей и иммунитета.",2001-06-09,2021-01-08,0.34,Shipping
78,Ульяновская,895.0,634,Напитки,"Отличается высоким содержанием альфа-липоевой кислоты, мощного антиоксиданта.",2015-04-16,2020-02-02,3.87,Out of Stock
79,Молоко,5198.0,757,Молочные продукты,"Может использоваться как основа для приготовления домашних йогуртов, сыров и других молочных продуктов.",2015-05-01,2030-05-23,3.38,In Stock
80,Рамбутан,3238.0,954,Фрукты,"Отличается низким содержанием лактозы, что делает его доступным для людей с ее непереносимостью.",2009-04-01,2022-01-09,2.71,Temporarily Unavailable
81,Мука пшеничная,3843.0,308,Бакалея,Помогает поддерживать нормальный уровень глюкозы в крови.,1991-01-18,2001-02-13,4.28,Delivered
82,Пакеты для Всемирного дня музыки,4879.0,856,Товары для дома,"Отличается низким содержанием жира, что делает его подходящим для тех, кто следит за фигурой.",1999-04-09,2006-02-18,1.34,Shipping
83,"Экзотические виды мяса (например, страус, кенгуру)",8178.0,486,Мясо,"Помогает поддерживать нормальный уровень эндорфинов, гормонов радости и удовольствия.",1991-01-04,1995-08-04,0.21,In Stock
84,Фета,7614.0,415,Молочные продукты,"Богат кальцием, необходимым для укрепления костей и зубов.",2018-05-21,2026-02-13,0.26,Refunded
85,Топинамбур,8172.0,891,Овощи,"Является источником важных нутриентов, необходимых для роста и развития детей.",1998-03-06,2022-01-11,4.2,On Backorder
86,Мандарин,8238.0,371,Фрукты,Отличается простотой в использовании и хранении.,2004-04-05,2019-02-16,1.92,Awaiting Review
87,Пакеты пластиковые,4693.0,117,Товары для дома,"Помогает поддерживать нормальный уровень адреналина, гормона стресса и возбуждения.",2019-09-04,2026-11-04,4.19,Out of Stock
88,Сидр яблочный,3962.0,372,Напитки,Прошел клинические испытания и рекомендован специалистами в области здравоохранения.,2006-01-09,2020-07-10,4.96,Returned
89,Кровяная колбаса,6827.0,263,Мясо,"Помогает поддерживать нормальный уровень кумаринов, веществ, обладающих антикоагулянтными свойствами.",2009-01-27,2010-03-21,0.55,Sold
90,Ополаскиватель для полости рта,8413.0,844,Товары для дома,Прошел тестирование на отсутствие ГМО и вредных химических соединений.,2016-01-01,2016-01-12,0.08,Awaiting Payment
91,Пакеты для Дня матери,7699.0,194,Товары для дома,"Помогает поддерживать нормальный уровень глюкагона, гормона, регулирующего уровень глюкозы в крови.",2001-01-05,2011-01-20,3.85,Sold
92,Батат,2238.0,966,Овощи,Помогает поддерживать мышечную массу и улучшает спортивные результаты.,1995-01-16,2004-08-06,2.85,Shipping
93,Иркутская,9442.0,721,Напитки,"Отличается высоким содержанием антоцианов, пигментов, обладающих антиоксидантными и противовоспалительными свойствами.",2002-09-12,2021-02-15,0.64,Cancelled
94,Пакеты для Хэллоуина,2556.0,703,Товары для дома,"Помогает поддерживать нормальный уровень гистамина, важного для иммунной системы.",2021-01-01,2030-01-06,3.93,Available for Pickup
95,Блины с мясом,7732.0,896,Мясо,"Отличается высоким содержанием инозитола, необходимого для здоровья нервной системы.",1995-01-05,2028-08-12,0.53,In Stock
96,Геленджикская,6690.0,177,Напитки,"Помогает поддерживать нормальный уровень гамма-аминомасляной кислоты (GABA), успокаивающего нейромедиатора.",2012-01-28,2014-02-25,4.57,Available for Pickup
97,Гусиные потроха,8932.0,191,Мясо,Идеально подходит для употребления в чистом виде или в составе различных блюд и напитков.,2002-03-14,2024-02-15,2.89,Shipping
98,Кровяная колбаса,1988.0,17,Мясо,"Подходит для веганов и вегетарианцев, если произведен без использования животных компонентов.",1995-01-04,2014-02-06,1.55,Pending
99,Источник Троицкий,3182.0,452,Напитки,Может быть использован в выпечке для придания ей особой пышности и аромата.,1990-02-04,1996-01-04,3.06,Awaiting Review
100,Крыжовник,6331.0,187,Фрукты,Является важным элементом спортивного питания для восстановления после тренировок.,1993-01-04,1997-02-12,1.82,Awaiting Payment
101,Мандарин,792.0,445,Фрукты,Помогает поддерживать нормальный уровень тестостерона у мужчин.,2002-10-09,2008-01-09,4.55,Temporarily Unavailable
102,Бастурма,4859.0,70,Мясо,Способствует укреплению иммунной системы благодаря содержанию пробиотиков.,2010-04-01,2016-01-25,2.66,Backorder
103,Пакеты для мастер-класса,2438.0,90,Товары для дома,Отличается натуральным составом и отсутствием искусственных добавок.,2018-07-08,2023-01-11,3.37,New
104,Пакеты для корпоратива,9233.0,649,Товары для дома,Подходит для использования в специализированных диетах и лечебных программах.,2008-04-17,2030-10-08,2.28,Backorder
105,Помело,694.0,224,Фрукты,Придает блюдам особую нежность и насыщенность.,1994-01-17,2007-10-21,3.87,On Backorder
106,Каша из теффа,6859.0,876,Бакалея,"Универсальный продукт, который можно использовать в приготовлении как сладких, так и соленых блюд.",2004-02-11,2022-01-24,3.69,Pending
107,Репа,8500.0,7,Овощи,"Отличается высоким содержанием селена, важного для антиоксидантной защиты организма.",1996-04-01,2008-01-26,0.48,Pending
108,Телятина,3469.0,896,Мясо,Отличается высоким уровнем биологической доступности питательных веществ.,1999-01-15,2014-04-08,1.95,Awaiting Payment
109,Карпаччо,4837.0,2,Мясо,Помогает поддерживать нормальный обмен веществ и метаболизм.,2019-01-10,2022-07-07,1.92,Backorder
110,Кокос,5616.0,692,Фрукты,Отличается высокими показателями усвояемости организмом.,2008-02-02,2013-02-08,4.57,Pending
111,Горох,7532.0,198,Овощи,"Обладает приятными органолептическими свойствами, привлекающими внимание покупателей.",2003-02-01,2023-01-02,0.5,Temporarily Unavailable
112,Курт,1296.0,53,Молочные продукты,Может использоваться в детском питании начиная с раннего возраста.,2020-02-18,2027-08-01,0.81,Delivered
113,Пастернак,6149.0,962,Овощи,"Обладает мягким вкусом, который нравится многим потребителям.",2009-03-05,2022-06-05,5.01,Awaiting Review
114,Мороженое,6905.0,4,Молочные продукты,"Отличается высоким содержанием селена, важного для антиоксидантной защиты организма.",2020-03-07,2029-02-10,0.02,Sold
115,Груша,5312.0,558,Фрукты,Служит основой для создания множества кулинарных шедевров.,1999-03-01,2013-06-01,3.91,Shipping
116,Горох,7139.0,146,Овощи,Отличается высокой питательной ценностью и помогает поддерживать здоровый образ жизни.,2019-03-05,2026-01-09,2.99,Sold
117,Компот из сухофруктов,1466.0,510,Напитки,"Подходит для людей, следящих за своим весом, благодаря низкому содержанию калорий.",1991-02-09,1996-02-19,2.16,Awaiting Review
118,Пакеты для дня рождения,2073.0,660,Товары для дома,Помогает поддерживать нормальный уровень гормонов в организме.,1992-05-02,2018-08-06,2.67,Temporarily Unavailable
119,Грейпфрут,5539.0,754,Фрукты,"Подходит для веганов и вегетарианцев, если произведен без использования животных компонентов.",2007-08-08,2022-01-03,2.01,On Backorder
120,Кабачок,9767.0,116,Овощи,Может быть использован в качестве заменителя менее полезных продуктов.,1993-08-07,2016-11-06,3.27,On Backorder
121,"Экзотические виды мяса (например, страус, кенгуру)",4109.0,540,Мясо,Отличается удобством использования и экономичностью в расходе.,2004-01-15,2011-06-05,3.17,Available for Pickup
122,Клюква,4881.0,218,Фрукты,"Отличается высоким содержанием таурина, необходимого для здоровья глаз и сердца.",1990-08-02,2023-02-10,1.32,Awaiting Payment
123,Пахта,449.0,744,Молочные продукты,Помогает поддерживать нормальный уровень глюкозы в крови.,2013-02-01,2013-02-03,2.17,New
124,Пиво безалкогольное,232.0,644,Напитки,"Обладает антиоксидантными свойствами, защищающими клетки от повреждений.",2017-05-06,2030-05-06,2.16,On Backorder
125,Малина,6568.0,516,Фрукты,Идеален для перекусов между основными приемами пищи.,1997-04-07,2028-01-23,3.95,Awaiting Payment
126,Вареники с мясом,8931.0,307,Мясо,"Помогает поддерживать нормальный уровень нарингина, флавоноида, полезного для снижения уровня холестерина и улучшения пищеварения.",2022-02-10,2026-06-05,4.61,Returned
127,Каша из дробленной гречки,1494.0,918,Бакалея,"Универсальный продукт, который можно использовать в приготовлении как сладких, так и соленых блюд.",2020-04-13,2030-04-03,1.38,Returned
128,Каша из дробленной булгурной крупы,6678.0,702,Бакалея,"Отличается высоким содержанием селена, важного для антиоксидантной защиты организма.",2016-07-04,2018-01-04,2.83,Temporarily Unavailable
129,Спаржа,1685.0,734,Овощи,"Отличается устойчивостью к температурным изменениям, что облегчает хранение.",1991-05-17,2013-01-02,4.03,Out of Stock
130,Пакеты для Всемирного дня театра,834.0,417,Товары для дома,"Помогает поддерживать нормальный уровень апигенина, флавоноида, полезного для здоровья мозга и иммунной системы.",2006-06-23,2020-01-06,1.41,Refunded
131,Грейпфрут,5093.0,249,Фрукты,Помогает поддерживать нормальный уровень гормонов в организме.,1997-06-01,2016-04-05,3.22,Cancelled
132,Айран,5462.0,673,Молочные продукты,"Отличается высоким содержанием мирицетина, флавоноида, обладающего антиоксидантными и противовоспалительными свойствами.",1998-03-04,2010-02-11,2.09,Available for Pickup
133,Йогурт,3166.0,782,Молочные продукты,Отличается способностью повышать общий тонус и работоспособность.,2005-10-14,2012-02-13,2.93,Out of Stock
134,Чай черный,4152.0,806,Бакалея,"Производится из высококачественного сырья, что гарантирует его безопасность и пользу для здоровья.",2012-07-27,2015-02-04,2.02,New
135,Зубная щетка,5755.0,827,Товары для дома,"Отличается высоким содержанием кверцетина, флавоноида, обладающего антиоксидантными и противовоспалительными свойствами.",2008-12-08,2023-07-07,0.94,Sold
136,Пакеты для Дня благодарения,4752.0,764,Товары для дома,"Обладает приятными органолептическими свойствами, привлекающими внимание покупателей.",1992-08-06,2003-09-10,1.13,Out of Stock
137,Тыквенные семечки,5794.0,448,Бакалея,"Отличается высоким содержанием олигосахаридов, полезных для здоровья кишечника и иммунной системы.",2019-07-18,2029-01-02,1.95,Cancelled
138,Партенит,2418.0,954,Напитки,"Отличается высоким содержанием ненасыщенных жирных кислот, полезных для сердца.",2003-08-04,2019-04-06,4.56,New
139,Крыжовник,5633.0,653,Фрукты,"Отличается низким содержанием жира, что делает его подходящим для тех, кто следит за фигурой.",2014-05-01,2027-10-01,4.4,Cancelled
140,Апельсин,1613.0,313,Фрукты,"Отличается высоким содержанием лютеолина, флавоноида, обладающего противовоспалительными свойствами.",2022-11-20,2025-05-02,1.06,Sold
141,Каша из дробленной ячневой крупы,8624.0,282,Бакалея,Помогает предотвратить дефицит витаминов и минералов в организме.,2013-03-07,2029-06-05,0.55,Delivered
142,Кровяная колбаса,3775.0,451,Мясо,Подходит для использования в качестве замены традиционных молочных продуктов.,2013-03-01,2030-01-14,1.65,Backorder
143,Томатная паста,6254.0,278,Бакалея,"Доступен в различных упаковках и форматах, что упрощает выбор подходящего варианта.",1994-09-06,2015-02-11,1.22,Out of Stock
144,Укроп сушеный,5174.0,106,Бакалея,"Помогает поддерживать нормальный уровень эндорфинов, гормонов радости и удовольствия.",1992-03-10,2003-04-02,3.44,Sold
145,Помело,9331.0,132,Фрукты,Помогает поддерживать здоровье нервной системы благодаря содержанию магния.,2002-03-20,2010-01-03,3.07,Cancelled
146,Крыжовник,7825.0,892,Фрукты,"Помогает поддерживать нормальный уровень лептина, гормона насыщения.",2020-01-01,2027-07-03,1.02,New
147,Голландский сыр,5592.0,564,Молочные продукты,Прошел сертификацию на соответствие требованиям органических стандартов.,2015-04-05,2029-02-01,2.28,New
148,Камамбер,7203.0,757,Молочные продукты,Прошел тщательный отбор сырья и контроль на каждом этапе производства.,2006-12-02,2030-01-02,4.48,Temporarily Unavailable
149,Шампунь,4792.0,736,Товары для дома,"Отличается высоким содержанием ресвератрола, вещества, обладающего антивозрастными свойствами.",1995-03-01,1998-05-01,4.98,Cancelled
150,Фенхель,5738.0,610,Овощи,"Отличается высоким содержанием витамина E, необходимого для защиты клеточных мембран.",1992-02-25,2000-08-13,2.22,On Backorder
151,Топинамбур,9479.0,992,Овощи,"Отличается высоким содержанием фолиевой кислоты, необходимой для формирования новых клеток.",2005-03-04,2018-02-03,3.92,Out of Stock
152,Морковь,5239.0,103,Овощи,Может использоваться в вегетарианской диете как источник белка.,1996-02-01,2028-07-09,3.57,Available for Pickup
153,Сардельки,8862.0,748,Мясо,"Доступен в различных упаковках и форматах, что упрощает выбор подходящего варианта.",2020-04-08,2022-01-19,1.06,Returned
154,Тыква,8592.0,317,Овощи,"Отличается высоким содержанием катехинов, мощных антиоксидантов, полезных для сердца и сосудов.",2002-06-01,2025-01-16,3.56,Cancelled
155,Фета,516.0,759,Молочные продукты,Помогает нормализовать артериальное давление и уровень холестерина.,2020-04-11,2024-01-17,0.65,Awaiting Review
156,Калужская,3618.0,493,Напитки,"Доступен в различных упаковках и форматах, что упрощает выбор подходящего варианта.",2009-09-02,2019-04-15,4.79,New
157,Куриные грудки,7939.0,454,Мясо,Подходит для людей с различными пищевыми предпочтениями и аллергиями.,2002-06-04,2003-08-14,3.06,Awaiting Review
158,Моющее средство для посуды,2670.0,521,Товары для дома,"Подходит для приготовления как горячих, так и холодных блюд.",2017-07-03,2028-03-13,1.04,Awaiting Review
159,Пахта,4660.0,114,Молочные продукты,"Помогает поддерживать нормальный уровень ацетилхолина, нейромедиатора, ответственного за память и обучение.",2018-01-04,2027-01-05,0.96,Refunded
160,Горох,8155.0,299,Овощи,"Подходит для людей, следящих за своим весом, благодаря низкому содержанию калорий.",1990-06-09,2014-03-01,1.4,Sold
161,Солонина,3218.0,184,Мясо,Является важным компонентом сбалансированного рациона питания.,2017-10-03,2029-01-08,3.74,On Backorder
162,Севастопольская,3846.0,500,Напитки,"Отличается высоким содержанием ликопина, каротиноида, полезного для здоровья простаты и кожи.",2022-08-07,2027-01-12,0.47,Backorder
163,Каша из дробленой гречихи,8170.0,621,Бакалея,Отличается низкой калорийностью и высоким содержанием белка.,2014-01-02,2020-02-12,2.71,On Backorder
164,Повидло,874.0,455,Бакалея,Помогает предотвратить развитие остеопороза благодаря высокому содержанию кальция.,1999-06-01,2025-02-12,2.53,Sold
165,Простыни,8078.0,939,Товары для дома,Помогает поддерживать нормальный уровень гормонов в организме.,2007-07-09,2008-04-02,2.32,Refunded
166,Ванилин,1164.0,876,Бакалея,Отличается высокой эффективностью в борьбе с анемией благодаря содержанию железа.,2020-01-05,2025-01-05,2.25,Shipping
167,Инжир,1507.0,945,Фрукты,"Помогает поддерживать нормальный уровень гамма-аминомасляной кислоты (GABA), успокаивающего нейромедиатора.",2017-01-12,2027-04-01,0.58,In Stock
168,Пледы,1134.0,165,Товары для дома,Помогает укреплять стенки сосудов и улучшать кровообращение.,2001-02-02,2008-04-10,0.86,Returned
169,Стаканы,10000.0,360,Товары для дома,"Отличается высоким содержанием таурина, необходимого для здоровья глаз и сердца.",2011-04-14,2029-01-07,3.21,Backorder
170,Формы для выпечки,5755.0,963,Товары для дома,"Отличается длительным сроком годности, что позволяет делать запасы.",2007-10-01,2022-03-06,3.06,In Stock
171,Макароны,1308.0,828,Бакалея,"Отличается высоким содержанием хрома, необходимого для регуляции уровня сахара в крови.",1998-02-05,2007-06-08,4.21,Temporarily Unavailable
